row_idx,annotation,score,semantic_rank,status,is_amr,category,confidence,evidence_terms,reason,error_message,retry_count,completed_at,updated_at
23406,hypothetical protein CT_253,0.1205967515707016,23407,completed,,unknown,,[],,,0,2026-04-17T03:50:46.738Z,2026-04-17T03:50:46.738Z
23407,MULTISPECIES: (p)ppGpp synthetase RelV,0.12059082090854645,23408,completed,,unknown,,[],,,0,2026-04-17T03:50:47.131Z,2026-04-17T03:50:47.131Z
23408,hypothetical protein lmo0904,0.12058649957180023,23409,completed,,unknown,,[],,,0,2026-04-17T03:50:47.533Z,2026-04-17T03:50:47.533Z
23409,putative acetyltransferase (polyamine degradation),0.12058562785387039,23410,completed,,unknown,,[],,,0,2026-04-17T03:50:51.187Z,2026-04-17T03:50:51.187Z
23410,"lipid A biosynthesis lauroyl acyltransferase, partial",0.1205834299325943,23411,completed,,unknown,,[],,,0,2026-04-17T03:50:51.533Z,2026-04-17T03:50:51.533Z
23411,"threonine synthase, pyridoxal-5'-phosphate-dependent enzyme",0.12058238685131073,23412,completed,,unknown,,[],,,0,2026-04-17T03:50:51.938Z,2026-04-17T03:50:51.938Z
23412,iron-sulfur cluster insertion protein SufA,0.12058153003454208,23413,completed,,unknown,,[],,,0,2026-04-17T03:50:52.415Z,2026-04-17T03:50:52.415Z
23413,hypothetical protein SF3030,0.12058150768280029,23414,completed,,unknown,,[],,,0,2026-04-17T03:50:52.865Z,2026-04-17T03:50:52.865Z
23414,heme-responsive two-component system sensor histidine kinase ChrS,0.12058030813932419,23415,completed,,unknown,,[],,,0,2026-04-17T03:50:53.265Z,2026-04-17T03:50:53.265Z
23415,polysaccharide biosynthesis UDP-hexose transferase UppI,0.12057819962501526,23416,completed,,unknown,,[],,,0,2026-04-17T03:50:53.675Z,2026-04-17T03:50:53.675Z
23416,heme-binding protein SntA,0.12057707458734512,23417,completed,,unknown,,[],,,0,2026-04-17T03:50:54.096Z,2026-04-17T03:50:54.096Z
23417,type III-B CRISPR module-associated Cmr3 family protein,0.12057618051767349,23418,completed,,unknown,,[],,,0,2026-04-17T03:50:54.626Z,2026-04-17T03:50:54.626Z
23418,hypothetical protein PA4791,0.12057102471590042,23419,completed,,unknown,,[],,,0,2026-04-17T03:50:55.037Z,2026-04-17T03:50:55.037Z
23419,multicopper oxidase MmcO,0.12057065963745117,23420,completed,,non_amr_metal_resistance,,[],,,0,2026-04-17T03:50:55.463Z,2026-04-17T03:50:55.463Z
23420,hypothetical protein CBU_1936,0.12056942284107208,23421,completed,,unknown,,[],,,0,2026-04-17T03:50:55.913Z,2026-04-17T03:50:55.913Z
23421,hypothetical protein lmo0453,0.12056061625480652,23422,completed,,unknown,,[],,,0,2026-04-17T03:50:56.407Z,2026-04-17T03:50:56.407Z
23422,putative nucleoside-diphosphate-sugar pyrophosphorylases,0.12056036293506622,23423,completed,,unknown,,[],,,0,2026-04-17T03:50:56.780Z,2026-04-17T03:50:56.780Z
23423,"autoinducer 2 ABC transporter substrate-binding protein LsrB, partial",0.12055705487728119,23424,completed,,non_amr_transport,,[],,,0,2026-04-17T03:50:57.181Z,2026-04-17T03:50:57.181Z
23424,bifunctional NADH:ubiquinone oxidoreductase subunit C/D,0.12055703997612,23425,completed,,unknown,,[],,,0,2026-04-17T03:51:00.684Z,2026-04-17T03:51:00.684Z
23425,bifunctional hydroxy-methylpyrimidine kinase/ hydroxy-phosphomethylpyrimidine kinase,0.12055663764476776,23426,completed,,unknown,,[],,,0,2026-04-17T03:51:01.108Z,2026-04-17T03:51:01.108Z
23426,"quaternary amine ABC transporter ATP-binding protein, partial",0.12055543810129166,23427,completed,,non_amr_transport,,[],,,0,2026-04-17T03:51:01.485Z,2026-04-17T03:51:01.485Z
23427,zinc-binding dehydrogenase,0.1205543726682663,23428,completed,,unknown,,[],,,0,2026-04-17T03:51:01.922Z,2026-04-17T03:51:01.922Z
23428,diacylglycerol acyltransferase/mycolyltransferase Ag85C,0.12055021524429321,23429,completed,,unknown,,[],,,0,2026-04-17T03:51:02.392Z,2026-04-17T03:51:02.392Z
23429,leucine zipper domain-containing protein,0.12055005878210068,23430,completed,,unknown,,[],,,0,2026-04-17T03:51:02.784Z,2026-04-17T03:51:02.784Z
23430,"putative transposase, IS200-like (plasmid)",0.12054931372404099,23431,completed,,unknown,,[],,,0,2026-04-17T03:51:03.176Z,2026-04-17T03:51:03.176Z
23431,MULTISPECIES: outer membrane protein OmpA,0.12054568529129028,23432,completed,,unknown,,[],,,0,2026-04-17T03:51:03.657Z,2026-04-17T03:51:03.657Z
23432,hypothetical protein pO157p83 (plasmid),0.12054415047168732,23433,completed,,unknown,,[],,,0,2026-04-17T03:51:04.053Z,2026-04-17T03:51:04.053Z
23433,hypothetical protein lmo1133,0.12053993344306946,23434,completed,,unknown,,[],,,0,2026-04-17T03:51:04.414Z,2026-04-17T03:51:04.414Z
23434,spore germination protein GerSC,0.12053627520799637,23435,completed,,unknown,,[],,,0,2026-04-17T03:51:04.809Z,2026-04-17T03:51:04.809Z
23435,hypothetical protein PA5146,0.12053361535072327,23436,completed,,unknown,,[],,,0,2026-04-17T03:51:05.238Z,2026-04-17T03:51:05.238Z
23436,MULTISPECIES: sporulation sigma factor SigK,0.12053311616182327,23437,completed,,unknown,,[],,,0,2026-04-17T03:51:05.588Z,2026-04-17T03:51:05.588Z
23437,metal-binding protein ZinT,0.12053051590919495,23438,completed,,non_amr_metal_resistance,,[],,,0,2026-04-17T03:51:05.980Z,2026-04-17T03:51:05.980Z
23438,"putative transcriptional regulator, gntr family",0.12052978575229645,23439,completed,,unknown,,[],,,0,2026-04-17T03:51:06.393Z,2026-04-17T03:51:06.393Z
23439,protease PrsW,0.12052866816520691,23440,completed,,unknown,,[],,,0,2026-04-17T03:51:09.490Z,2026-04-17T03:51:09.490Z
23440,MULTISPECIES: multidrug efflux RND transporter permease subunit TMexD,0.12052857130765915,23441,completed,,antibiotic_resistance,,[],,,0,2026-04-17T03:51:09.893Z,2026-04-17T03:51:09.893Z
23441,succinoglycan biosynthesis protein,0.12052761018276215,23442,completed,,unknown,,[],,,0,2026-04-17T03:51:10.277Z,2026-04-17T03:51:10.277Z
23442,iron/ascorbate oxidoreductase,0.12052714824676514,23443,completed,,unknown,,[],,,0,2026-04-17T03:51:10.730Z,2026-04-17T03:51:10.730Z
23443,"universal stress protein, partial",0.12052303552627563,23444,completed,,unknown,,[],,,0,2026-04-17T03:51:11.127Z,2026-04-17T03:51:11.127Z
23444,integral membrane sensor signal transduction histidine kinase,0.1205202266573906,23445,completed,,unknown,,[],,,0,2026-04-17T03:51:11.530Z,2026-04-17T03:51:11.530Z
23445,ABC exporter membrane fusion protein,0.12051995098590851,23446,completed,,non_amr_transport,,[],,,0,2026-04-17T03:51:11.913Z,2026-04-17T03:51:11.913Z
23446,nitrogenase component 1,0.12051261961460114,23447,completed,,unknown,,[],,,0,2026-04-17T03:51:12.349Z,2026-04-17T03:51:12.349Z
23447,crossover junction endodeoxyribonuclease RusA,0.12051162123680115,23448,completed,,unknown,,[],,,0,2026-04-17T03:51:12.738Z,2026-04-17T03:51:12.738Z
23448,methanethiol oxidase,0.12051133066415787,23449,completed,,unknown,,[],,,0,2026-04-17T03:51:13.144Z,2026-04-17T03:51:13.144Z
23449,"type V CRISPR-associated protein Cas12b, partial",0.12051056325435638,23450,completed,,unknown,,[],,,0,2026-04-17T03:51:13.524Z,2026-04-17T03:51:13.524Z
23450,MULTISPECIES: RNA-binding protein,0.12050852179527283,23451,completed,,unknown,,[],,,0,2026-04-17T03:51:13.932Z,2026-04-17T03:51:13.932Z
23451,hypothetical protein lmo2746,0.12050507962703705,23452,completed,,unknown,,[],,,0,2026-04-17T03:51:14.411Z,2026-04-17T03:51:14.411Z
23452,methyl-accepting chemotaxis protein Mlp37,0.12050386518239975,23453,completed,,unknown,,[],,,0,2026-04-17T03:51:14.780Z,2026-04-17T03:51:14.780Z
23453,MULTISPECIES: iron oxidase,0.12050327658653259,23454,completed,,unknown,,[],,,0,2026-04-17T03:51:15.187Z,2026-04-17T03:51:15.187Z
23454,putative ribonuclease BN,0.12050185352563858,23455,completed,,unknown,,[],,,0,2026-04-17T03:51:18.580Z,2026-04-17T03:51:18.580Z
23455,guanitoxin biosynthesis PLP-dependent transaminase GntE,0.1204996183514595,23456,completed,,non_amr_antibiotic_biosynthesis,,[],,,0,2026-04-17T03:51:18.925Z,2026-04-17T03:51:18.925Z
23456,IS200-like transposase,0.12049691379070282,23457,completed,,unknown,,[],,,0,2026-04-17T03:51:19.315Z,2026-04-17T03:51:19.315Z
23457,hypothetical protein PA1972,0.12049311399459839,23458,completed,,unknown,,[],,,0,2026-04-17T03:51:19.768Z,2026-04-17T03:51:19.768Z
23458,MULTISPECIES: nitrogen fixation protein NifQ,0.12049274146556854,23459,completed,,unknown,,[],,,0,2026-04-17T03:51:20.151Z,2026-04-17T03:51:20.151Z
23459,"MULTISPECIES: lipopolysaccharide assembly protein LapA domain-containing protein, partial",0.1204899325966835,23460,completed,,unknown,,[],,,0,2026-04-17T03:51:20.566Z,2026-04-17T03:51:20.566Z
23460,hypothetical protein PA1766,0.1204870194196701,23461,completed,,unknown,,[],,,0,2026-04-17T03:51:20.936Z,2026-04-17T03:51:20.936Z
23461,MULTISPECIES: IncL/M type plasmid replication protein RepC,0.12048511207103729,23462,completed,,unknown,,[],,,0,2026-04-17T03:51:21.376Z,2026-04-17T03:51:21.376Z
23462,hypothetical protein CT_031,0.12048375606536865,23463,completed,,unknown,,[],,,0,2026-04-17T03:51:21.765Z,2026-04-17T03:51:21.765Z
23463,MULTISPECIES: multidrug efflux RND transporter permease subunit VmeB,0.12048332393169403,23464,completed,,antibiotic_resistance,,[],,,0,2026-04-17T03:51:22.171Z,2026-04-17T03:51:22.171Z
23464,ethanolamine utilization microcompartment protein EutM,0.1204805076122284,23465,completed,,unknown,,[],,,0,2026-04-17T03:51:23.077Z,2026-04-17T03:51:23.077Z
23465,MULTISPECIES: citrate synthase CitA,0.12047772109508514,23466,completed,,unknown,,[],,,0,2026-04-17T03:51:23.476Z,2026-04-17T03:51:23.476Z
23466,MULTISPECIES: flagellar motor control protein ZomB,0.1204766184091568,23467,completed,,unknown,,[],,,0,2026-04-17T03:51:23.914Z,2026-04-17T03:51:23.914Z
23467,hypothetical protein lmo0650,0.12047451734542847,23468,completed,,unknown,,[],,,0,2026-04-17T03:51:24.303Z,2026-04-17T03:51:24.303Z
23468,hypothetical protein Rv0307c,0.12047279626131058,23469,completed,,unknown,,[],,,0,2026-04-17T03:51:24.721Z,2026-04-17T03:51:24.721Z
23469,molybdopterin-guanine dinucleotide biosynthesis protein MobC,0.12047237902879715,23470,completed,,unknown,,[],,,0,2026-04-17T03:51:28.335Z,2026-04-17T03:51:28.336Z
23470,metallophosphoesterase N-terminal domain-containing protein,0.12047220766544342,23471,completed,,unknown,,[],,,0,2026-04-17T03:51:28.727Z,2026-04-17T03:51:28.727Z
23471,hypothetical protein lmo2331,0.12046324461698532,23472,completed,,unknown,,[],,,0,2026-04-17T03:51:29.109Z,2026-04-17T03:51:29.109Z
23472,methyl-directed mismatch repair protein MutH,0.1204577162861824,23473,completed,,unknown,,[],,,0,2026-04-17T03:51:29.585Z,2026-04-17T03:51:29.585Z
23473,"ribonucleotide reductase N-terminal alpha domain-containing protein, partial",0.12045751512050629,23474,completed,,unknown,,[],,,0,2026-04-17T03:51:29.996Z,2026-04-17T03:51:29.996Z
23474,adhesin Lsa19,0.12045738101005554,23475,completed,,antibiotic_resistance,,[],,,0,2026-04-17T03:51:30.376Z,2026-04-17T03:51:30.376Z
23475,photosystem I reaction center subunit VIII,0.12045665085315704,23476,completed,,unknown,,[],,,0,2026-04-17T03:51:30.843Z,2026-04-17T03:51:30.843Z
23476,aryl-sulfate sulfotransferase N-terminal domain-containing protein,0.12045265734195709,23477,completed,,unknown,,[],,,0,2026-04-17T03:51:31.244Z,2026-04-17T03:51:31.244Z
23477,putative nucleotide-binding protein,0.1204523891210556,23478,completed,,unknown,,[],,,0,2026-04-17T03:51:31.646Z,2026-04-17T03:51:31.646Z
23478,"enterochelin synthetase, component D (phoshpantetheinyltransferase)",0.1204521507024765,23479,completed,,unknown,,[],,,0,2026-04-17T03:51:32.147Z,2026-04-17T03:51:32.147Z
23479,nucleoside recognition domain protein,0.12045156210660934,23480,completed,,unknown,,[],,,0,2026-04-17T03:51:32.575Z,2026-04-17T03:51:32.575Z
23480,putative amino acid racemase,0.1204492598772049,23481,completed,,unknown,,[],,,0,2026-04-17T03:51:33.004Z,2026-04-17T03:51:33.004Z
23481,MULTISPECIES: thiol management oxidoreductase component,0.1204490140080452,23482,completed,,unknown,,[],,,0,2026-04-17T03:51:33.446Z,2026-04-17T03:51:33.446Z
23482,MULTISPECIES: electron transporter,0.12044693529605865,23483,completed,,unknown,,[],,,0,2026-04-17T03:51:33.951Z,2026-04-17T03:51:33.951Z
23483,putative acetyltransferase,0.12044505774974823,23484,completed,,unknown,,[],,,0,2026-04-17T03:51:34.339Z,2026-04-17T03:51:34.339Z
23484,MULTISPECIES: multidrug efflux RND transporter permease subunit VmeZ,0.12044420093297958,23485,completed,,antibiotic_resistance,,[],,,0,2026-04-17T03:51:37.427Z,2026-04-17T03:51:37.427Z
23485,"thiamine phosphate synthase, partial",0.12044067680835724,23486,completed,,unknown,,[],,,0,2026-04-17T03:51:37.815Z,2026-04-17T03:51:37.815Z
23486,CRISPR-associated protein Csx19,0.12043929100036621,23487,completed,,unknown,,[],,,0,2026-04-17T03:51:38.191Z,2026-04-17T03:51:38.191Z
23487,LlaJI restriction endonuclease,0.1204344853758812,23488,completed,,unknown,,[],,,0,2026-04-17T03:51:38.596Z,2026-04-17T03:51:38.596Z
23488,maltoporin,0.12043385207653046,23489,completed,,non_amr_transport,,[],,,0,2026-04-17T03:51:39.041Z,2026-04-17T03:51:39.041Z
23489,MULTISPECIES: conjugal transfer protein TraJ,0.12043367326259613,23490,completed,,non_amr_transport,,[],,,0,2026-04-17T03:51:39.450Z,2026-04-17T03:51:39.450Z
23490,TIGR02556 family CRISPR-associated protein,0.12043263018131256,23491,completed,,unknown,,[],,,0,2026-04-17T03:51:39.878Z,2026-04-17T03:51:39.878Z
23491,beta-sandwich domain-containing protein,0.1204315572977066,23492,completed,,unknown,,[],,,0,2026-04-17T03:51:40.295Z,2026-04-17T03:51:40.295Z
23492,competence family protein,0.120431087911129,23493,completed,,unknown,,[],,,0,2026-04-17T03:51:40.710Z,2026-04-17T03:51:40.710Z
23493,hypothetical protein Rv2827c,0.12042975425720215,23494,completed,,unknown,,[],,,0,2026-04-17T03:51:41.159Z,2026-04-17T03:51:41.159Z
23494,hypothetical protein Rv3716c,0.12042438983917236,23495,completed,,unknown,,[],,,0,2026-04-17T03:51:41.561Z,2026-04-17T03:51:41.561Z
23495,precorrin-6A reductase,0.12042222917079926,23496,completed,,unknown,,[],,,0,2026-04-17T03:51:42.020Z,2026-04-17T03:51:42.020Z
23496,lipoate biosynthesis protein LipB,0.12042053788900375,23497,completed,,unknown,,[],,,0,2026-04-17T03:51:42.423Z,2026-04-17T03:51:42.423Z
23497,ferredoxin FdxE,0.12041783332824707,23498,completed,,unknown,,[],,,0,2026-04-17T03:51:42.832Z,2026-04-17T03:51:42.832Z
23498,IS2-like transposase,0.12041770666837692,23499,completed,,unknown,,[],,,0,2026-04-17T03:51:43.288Z,2026-04-17T03:51:43.288Z
23499,transcriptional regulator FrlR,0.12041504681110382,23500,completed,,unknown,,[],,,0,2026-04-17T03:51:46.324Z,2026-04-17T03:51:46.324Z
23500,MULTISPECIES: cold adaptation protein AtcC,0.12041402608156204,23501,completed,,unknown,,[],,,0,2026-04-17T03:51:46.710Z,2026-04-17T03:51:46.710Z
23501,damage-inducible protein,0.12041075527667999,23502,completed,,unknown,,[],,,0,2026-04-17T03:51:47.115Z,2026-04-17T03:51:47.115Z
23502,MULTISPECIES: copper chaperone PCu(A)C,0.12040451169013977,23503,completed,,non_amr_metal_resistance,,[],,,0,2026-04-17T03:51:47.560Z,2026-04-17T03:51:47.560Z
23503,MULTISPECIES: type IV toxin-antitoxin system toxin YkfI,0.12040269374847412,23504,completed,,unknown,,[],,,0,2026-04-17T03:51:48.025Z,2026-04-17T03:51:48.025Z
23504,putative carbon starvation protein,0.12040239572525024,23505,completed,,unknown,,[],,,0,2026-04-17T03:51:48.459Z,2026-04-17T03:51:48.459Z
23505,hypothetical protein CBU_0555,0.12040174007415771,23506,completed,,unknown,,[],,,0,2026-04-17T03:51:48.896Z,2026-04-17T03:51:48.896Z
23506,membrane-bound O-acyltransferase,0.12040136754512787,23507,completed,,unknown,,[],,,0,2026-04-17T03:51:49.310Z,2026-04-17T03:51:49.310Z
23507,photosystem I reaction center subunit X,0.12040099501609802,23508,completed,,unknown,,[],,,0,2026-04-17T03:51:49.719Z,2026-04-17T03:51:49.719Z
23508,conjugative transfer relaxase/helicase TraI,0.12040078639984131,23509,completed,,non_amr_transport,,[],,,0,2026-04-17T03:51:50.168Z,2026-04-17T03:51:50.168Z
23509,"alanine dehydrogenase, partial",0.12039772421121597,23510,completed,,unknown,,[],,,0,2026-04-17T03:51:50.564Z,2026-04-17T03:51:50.564Z
23510,MULTISPECIES: M protein,0.120397187769413,23511,completed,,non_amr_virulence,,[],,,0,2026-04-17T03:51:50.993Z,2026-04-17T03:51:50.993Z
23511,ATP synthase F0F1 subunit alpha,0.12039291113615036,23512,completed,,unknown,,[],,,0,2026-04-17T03:51:51.427Z,2026-04-17T03:51:51.427Z
23512,protein YjiT,0.12038914114236832,23513,completed,,unknown,,[],,,0,2026-04-17T03:51:51.857Z,2026-04-17T03:51:51.857Z
23513,"MULTISPECIES: tail assembly protein, partial",0.12038847804069519,23514,completed,,unknown,,[],,,0,2026-04-17T03:51:52.234Z,2026-04-17T03:51:52.234Z
23514,citrate:proton symporter,0.12038534879684448,23515,completed,,non_amr_transport,,[],,,0,2026-04-17T03:51:55.754Z,2026-04-17T03:51:55.754Z
23515,flavin reductase protein,0.12038444727659225,23516,completed,,unknown,,[],,,0,2026-04-17T03:51:56.172Z,2026-04-17T03:51:56.172Z
23516,MULTISPECIES: porphobilinogen synthase,0.12038145959377289,23517,completed,,unknown,,[],,,0,2026-04-17T03:51:56.545Z,2026-04-17T03:51:56.545Z
23517,hypothetical protein lmo2435,0.12037954479455948,23518,completed,,unknown,,[],,,0,2026-04-17T03:51:56.975Z,2026-04-17T03:51:56.975Z
23518,"DNA replication, recombinaison and repair protein",0.12037761509418488,23519,completed,,unknown,,[],,,0,2026-04-17T03:51:57.435Z,2026-04-17T03:51:57.435Z
23519,MULTISPECIES: DNA starvation/stationary phase protection protein Dps,0.1203746423125267,23520,completed,,unknown,,[],,,0,2026-04-17T03:51:57.824Z,2026-04-17T03:51:57.824Z
23520,AMIN domain-containing protein,0.12037082016468048,23521,completed,,unknown,,[],,,0,2026-04-17T03:51:58.209Z,2026-04-17T03:51:58.209Z
23521,phosphopantetheine attachment domain protein,0.12036767601966858,23522,completed,,unknown,,[],,,0,2026-04-17T03:51:58.667Z,2026-04-17T03:51:58.667Z
23522,lipopolysaccharide kinase InaA,0.12036752700805664,23523,completed,,unknown,,[],,,0,2026-04-17T03:51:59.059Z,2026-04-17T03:51:59.059Z
23523,hypothetical protein SF2329,0.12036450952291489,23524,completed,,unknown,,[],,,0,2026-04-17T03:51:59.466Z,2026-04-17T03:51:59.466Z
23524,MULTISPECIES: VapA/VapB family virulence-associated protein,0.12036117911338806,23525,completed,,non_amr_virulence,,[],,,0,2026-04-17T03:51:59.911Z,2026-04-17T03:51:59.911Z
23525,hypothetical protein CT_466,0.12036097794771194,23526,completed,,unknown,,[],,,0,2026-04-17T03:52:00.322Z,2026-04-17T03:52:00.322Z
23526,acetyl-CoA acetyltransferase-like protein,0.12036074697971344,23527,completed,,unknown,,[],,,0,2026-04-17T03:52:00.774Z,2026-04-17T03:52:00.774Z
23527,putative ABC-type transport system,0.12035859376192093,23528,completed,,non_amr_transport,,[],,,0,2026-04-17T03:52:01.224Z,2026-04-17T03:52:01.224Z
23528,hypothetical protein PA4391,0.12035828828811646,23529,completed,,unknown,,[],,,0,2026-04-17T03:52:01.606Z,2026-04-17T03:52:01.606Z
23529,hypothetical protein Rv1357c,0.12035360932350159,23530,completed,,unknown,,[],,,0,2026-04-17T03:52:05.545Z,2026-04-17T03:52:05.545Z
23530,MULTISPECIES: NAD-dependent aldehyde dehydrogenase,0.12035300582647324,23531,completed,,unknown,,[],,,0,2026-04-17T03:52:05.940Z,2026-04-17T03:52:05.940Z
23531,MULTISPECIES: effector immunity protein Tgi2PP,0.12035271525382996,23532,completed,,unknown,,[],,,0,2026-04-17T03:52:06.409Z,2026-04-17T03:52:06.409Z
23532,MexX/AxyX family multidrug efflux RND transporter periplasmic adaptor subunit,0.12035204470157623,23533,completed,,antibiotic_resistance,,[],,,0,2026-04-17T03:52:06.869Z,2026-04-17T03:52:06.869Z
23533,hypothetical protein PA5103,0.12035059183835983,23534,completed,,unknown,,[],,,0,2026-04-17T03:52:07.326Z,2026-04-17T03:52:07.326Z
23534,hypothetical protein lmo2411,0.1203494742512703,23535,completed,,unknown,,[],,,0,2026-04-17T03:52:07.716Z,2026-04-17T03:52:07.716Z
23535,hypothetical protein SF2972,0.120346300303936,23536,completed,,unknown,,[],,,0,2026-04-17T03:52:08.143Z,2026-04-17T03:52:08.143Z
23536,cellulose synthase XcsA,0.12034270912408829,23537,completed,,unknown,,[],,,0,2026-04-17T03:52:08.580Z,2026-04-17T03:52:08.580Z
23537,hypothetical protein CBU_2057,0.12034173309803009,23538,completed,,unknown,,[],,,0,2026-04-17T03:52:09.025Z,2026-04-17T03:52:09.025Z
