annotation,is_amr,category,confidence,evidence_terms,reason,row_idx
hyperosmotically inducible periplasmic protein,,unknown,,,,11836
MULTISPECIES: malate synthase A,,unknown,,,,11837
arginine exporter protein,,non_amr_transport,,,,11838
amine dehydrogenase large subunit,,unknown,,,,11839
putative ABC transport system ATP-binding component,,non_amr_transport,,,,11840
polysaccharide biosynthesis acyltransferase UppZ,,unknown,,,,11841
ATP synthase F1 epsilon chain,,unknown,,,,11842
ArgK protein,,antibiotic_resistance,,,,11843
type I-MYXAN CRISPR-associated protein Cmx8,,unknown,,,,11844
capsular polysaccharide biosynthesis protein Cps4B,,unknown,,,,11845
retron St85 family effector protein,,unknown,,,,11846
8-methylmenaquinol:fumarate reductase membrane anchor subunit,,unknown,,,,11847
phenylalanyl-tRNA synthetase (alpha subunit),,unknown,,,,11848
putative electron transfer flavoprotein,,unknown,,,,11849
dimethyl sulfoxide reductase anchor subunit DmsC,,unknown,,,,11850
membrane protein involved in a sporulation process,,unknown,,,,11851
cyclic pyranopterin monophosphate synthase MoaC,,unknown,,,,11852
phage PBSX; holin,,non_amr_virulence,,,,11853
putative AraC-type regulatory protein,,unknown,,,,11854
two component regulator three y domain-containing protein,,unknown,,,,11855
ethanolamine ammonia-lyase small subunit,,unknown,,,,11856
flagellar motility protein FssA,,non_amr_virulence,,,,11857
MULTISPECIES: phage tail spike protein,,non_amr_virulence,,,,11858
putative helix-turn-helix regulatory protein,,unknown,,,,11859
two-component system response regulator BaeR,,antibiotic_resistance,,,,11860
ATP synthase subunit AtpR,,unknown,,,,11861
pyruvate synthase subunit alpha,,unknown,,,,11862
"phage GP46 family protein, partial",,unknown,,,,11863
MULTISPECIES: type I toxin-antitoxin system toxin Ldr family protein,,unknown,,,,11864
flexirubin biosynthesis SDR family reductase FlxB,,non_amr_antibiotic_biosynthesis,,,,11865
subclass B1 metallo-beta-lactamase SHD-1,,antibiotic_resistance,,,,11866
hypothetical protein PA4800,,unknown,,,,11867
bifunctional P-450/NADPH--P450 reductase,,unknown,,,,11868
MULTISPECIES: type V toxin-antitoxin system toxin GhoT,,unknown,,,,11869
restriction endonuclease fold toxin-2 domain-containing protein,,unknown,,,,11870
hypothetical protein SF3539,,unknown,,,,11871
heptaprenyl diphosphate syntase component II,,unknown,,,,11872
MULTISPECIES: oxygen-insensitive NADPH nitroreductase,,unknown,,,,11873
hypothetical protein lmo0511,,unknown,,,,11874
"ornithine decarboxylase antizyme, partial",,unknown,,,,11875
type II toxin-antitoxin antitoxin VapB2,,unknown,,,,11876
cell wall anchor protein,,unknown,,,,11877
MULTISPECIES: ANTAR domain-containing protein,,unknown,,,,11878
MULTISPECIES: alginate biosynthesis protein AlgL,,non_amr_antibiotic_biosynthesis,,,,11879
hypothetical protein PA2594,,unknown,,,,11880
cytidine deaminase,,unknown,,,,11881
homocitrate synthase,,unknown,,,,11882
MULTISPECIES: error-prone DNA polymerase,,unknown,,,,11883
protein rexA,,unknown,,,,11884
MULTISPECIES: SED family class A beta-lactamase,,antibiotic_resistance,,,,11885
MULTISPECIES: copper chaperone,,non_amr_metal_resistance,,,,11886
hypothetical protein PA2569,,unknown,,,,11887
hypothetical protein SF2883,,unknown,,,,11888
pilus assembly protein PilJ,,unknown,,,,11889
spore coat protein CotZ,,unknown,,,,11890
oxygen-sensing c-di-GMP phosphodiesterase DosP,,unknown,,,,11891
bifunctional o-acetylhomoserine/o-acetylserine sulfhydrylase,,unknown,,,,11892
coenzyme PQQ synthesis protein B,,unknown,,,,11893
iron-only hydrogenase system regulator,,unknown,,,,11894
conjugative transfer system ATP-binding protein TraC,,non_amr_transport,,,,11895
response regulator receiver modulated serine phosphatase,,unknown,,,,11896
negative regulator of septation ring formation,,unknown,,,,11897
periplasmic substrate-binding protein,,non_amr_transport,,,,11898
transcriptional activator of the lichenan operon,,unknown,,,,11899
ribonuclease R,,unknown,,,,11900
"transcription termination/antitermination protein NusA, partial",,unknown,,,,11901
Phycocyanin,,unknown,,,,11902
MULTISPECIES: transcription antiterminator SacY,,unknown,,,,11903
conserved exported protein of unknown function; SPbeta phage,,unknown,,,,11904
tRNA adenylyltransferase,,unknown,,,,11905
toxin YdaT family protein,,unknown,,,,11906
"homologue of mvpA, Shigella flexneri (plasmid)",,unknown,,,,11907
restriction endonuclease-related protein,,unknown,,,,11908
"type II toxin-antitoxin system antitoxin SocA domain-containing protein, partial",,unknown,,,,11909
hypothetical protein PA0568,,unknown,,,,11910
MULTISPECIES: exopolysaccharide production repressor ExoX protein,,non_amr_virulence,,,,11911
putative aldehyde oxidoreductase in ethanolamine utilization,,unknown,,,,11912
precolibactin peptidase ClbP,,non_amr_virulence,,,,11913
ubiquinone biosynthetic 2-octaprenylphenol hydroxylase,,unknown,,,,11914
aspartate ammonia-lyase,,unknown,,,,11915
thiosulfate--cyanide sulfurtransferase,,unknown,,,,11916
cai operon transcriptional activator,,unknown,,,,11917
MULTISPECIES: isoniazid response ATPase/transcriptional regulator IniR,,antibiotic_resistance,,,,11918
putative phage lysis protein,,unknown,,,,11919
glycine-zipper-containing OmpA-like membrane domain containing protein,,unknown,,,,11920
hypothetical protein Rv1056,,unknown,,,,11921
flagellar assembly protein FliT involved in control of flagella expression,,unknown,,,,11922
hypothetical protein SF0597,,unknown,,,,11923
ubiquinone biosynthesis O-methyltransferase,,unknown,,,,11924
bifunctional cytochrome P450/NADPH--P450 reductase,,unknown,,,,11925
toxin HigB-2,,unknown,,,,11926
MULTISPECIES: type II toxin-antitoxin system mRNA interferase toxin HicA,,unknown,,,,11927
two-component system response regulator LnrK,,unknown,,,,11928
"bifunctional tetrahydrofolate synthase/dihydrofolate synthase, partial",,unknown,,,,11929
hypothetical protein lmo0796,,unknown,,,,11930
pneumococcal histidine triad protein PhtE,,unknown,,,,11931
daptide biosynthesis intramembrane metalloprotease,,non_amr_antibiotic_biosynthesis,,,,11932
hypothetical protein lmo2807,,unknown,,,,11933
hypothetical protein lmo1296,,unknown,,,,11934
polysaccharide biosynthesis protein GumE,,unknown,,,,11935
Cd(II)-sensing metalloregulatory transcriptional repressor CadC,,non_amr_metal_resistance,,,,11936
hypothetical protein SF2002,,unknown,,,,11937
response regulator aspartate phosphatase anti-activator of ComA,,unknown,,,,11938
bifunctional helix-turn-helix transcriptional regulator/alpha/beta hydrolase,,unknown,,,,11939
hypothetical protein,,unknown,,,,11940
single-stranded DNA-binding protein SsbA,,unknown,,,,11941
sulfite reductase beta subunit,,unknown,,,,11942
beta-barrel assembly machine (BAM) protein BamA,,unknown,,,,11943
"sporangiospore maturation cell wall hydrolase GsmA, partial",,unknown,,,,11944
iron-sulfur cluster assembly scaffold protein,,unknown,,,,11945
MULTISPECIES: lugdunin non-ribosomal peptide synthetase LugD,,non_amr_antibiotic_biosynthesis,,,,11946
"transcriptional regulator, SarA/Rot family",,unknown,,,,11947
colicin E3/pyocin S6 family cytotoxin,,unknown,,,,11948
pyruvate/proton symporter BtsT,,non_amr_transport,,,,11949
nitrate reductase 1 molybdenum cofactor assembly chaperone,,unknown,,,,11950
cysteine rich repeat-containing protein,,unknown,,,,11951
hypothetical protein Rv2036,,unknown,,,,11952
MULTISPECIES: serum resistance lipoprotein Bor,,non_amr_virulence,,,,11953
spore morphogenetic protein,,unknown,,,,11954
myxosortase MrtC,,unknown,,,,11955
outer membrane protein modulating the QseEF response,,non_amr_virulence,,,,11956
MULTISPECIES: anti-sigma factor RsiA1,,unknown,,,,11957
MULTISPECIES: Replication initiation protein,,unknown,,,,11958
MULTISPECIES: surfactin non-ribosomal peptide synthetase SrfAA,,non_amr_antibiotic_biosynthesis,,,,11959
chemotaxis receiver domain protein CheYIV,,unknown,,,,11960
fatty acid biosynthesis regulator,,unknown,,,,11961
phenylalanyl-tRNA synthetase subunit alpha,,unknown,,,,11962
"sulfite reductase, flavoprotein subunit",,unknown,,,,11963
pilus assembly protein PilG,,non_amr_virulence,,,,11964
enterotoxin,,non_amr_virulence,,,,11965
MULTISPECIES: PedC/BrcD family bacteriocin maturation disulfide isomerase,,non_amr_antibiotic_biosynthesis,,,,11966
type III secretion effector protein,,non_amr_virulence,,,,11967
protease inhibitor,,unknown,,,,11968
cyclic dehypoxanthinyl futalosine synthase,,unknown,,,,11969
toxin HokB,,non_amr_virulence,,,,11970
enterobactin exporter,,non_amr_transport,,,,11971
transcriptional activator of cad operon,,non_amr_metal_resistance,,,,11972
DNA-binding transcriptional repressor AcrR,,antibiotic_resistance,,,,11973
hypothetical protein lmo2053,,unknown,,,,11974
acetolactate synthase large subunit,,unknown,,,,11975
Peptidogalycan biosysnthesis/recognition protein,,unknown,,,,11976
MULTISPECIES: cyclic lactone autoinducer peptide AgrD,,non_amr_virulence,,,,11977
MULTISPECIES: RAMP superfamily CRISPR-associated protein,,unknown,,,,11978
immunity 50 family protein,,unknown,,,,11979
hypothetical protein Rv2517c,,unknown,,,,11980
single-stranded DNA-binding protein SSB1,,unknown,,,,11981
flagellar fliL protein,,unknown,,,,11982
conserved integral inner membrane protein of unknown function,,unknown,,,,11983
immediate sulfur donor in thiazole formation,,unknown,,,,11984
"autotransporter assembly complex protein TamB, partial",,unknown,,,,11985
Ref family recombination enhancement nuclease,,unknown,,,,11986
type II toxin-antitoxin system toxin ribonuclease C21,,unknown,,,,11987
hypothetical protein PA2805,,unknown,,,,11988
aliphatic amidase expression-regulating protein,,unknown,,,,11989
MULTISPECIES: adenine phosphoribosyltransferase,,unknown,,,,11990
MULTISPECIES: quinolinate phosphoribosyl transferase,,unknown,,,,11991
MULTISPECIES: outer membrane protein assembly factor,,unknown,,,,11992
putative tail fiber protein of phage,,unknown,,,,11993
translesion error-prone DNA polymerase V autoproteolytic subunit,,unknown,,,,11994
MULTISPECIES: restriction system-associated AAA family ATPase,,unknown,,,,11995
Anti-sigmaF factor NrsF,,unknown,,,,11996
hypothetical protein lmo2017,,unknown,,,,11997
putative competence-damage protein,,unknown,,,,11998
arabinosyltransferase B,,unknown,,,,11999
arabinose ABC transporter periplasmic binding protein,,non_amr_transport,,,,12000
two component transcriptional regulator PrrA,,unknown,,,,12001
hypothetical protein PA0351,,unknown,,,,12002
MULTISPECIES: anti-sigma factor C-terminal domain-containing protein,,unknown,,,,12003
ribonucleoside triphosphate reductase,,unknown,,,,12004
hypothetical protein SF2861,,unknown,,,,12005
hypothetical protein lmo1796,,unknown,,,,12006
transcriptional regulator (MerR family) of metal (copper) efflux transporter expression,,non_amr_metal_resistance,,,,12007
lyso-ornithine lipid synthetase OlsH,,unknown,,,,12008
SANT/Myb-like DNA-binding domain-containing protein,,unknown,,,,12009
carboxy-S-adenosyl-L-methionine synthase,,unknown,,,,12010
hypothetical protein SF2001,,unknown,,,,12011
"type II toxin-antitoxin system toxin DNA ADP-ribosyl transferase DarT, partial",,unknown,,,,12012
hypothetical protein SF3561,,unknown,,,,12013
MULTISPECIES: mycothiol conjugate amidase Mca,,antibiotic_resistance,,,,12014
flagellar rod protein FlaI,,unknown,,,,12015
spore photoproduct lyase family protein,,unknown,,,,12016
thiamine-phosphate synthase,,unknown,,,,12017
outer membrane receptor,,ambiguous,,,,12018
ribosomal RNA small subunit methyltransferase A,,unknown,,,,12019
ribosome assembly protein YhbY,,unknown,,,,12020
geobacillin-26 family protein,,non_amr_antibiotic_biosynthesis,,,,12021
periplasmic inhibitor of YfiN activity,,unknown,,,,12022
type II toxin-antitoxin system endoribonuclease NdoA,,unknown,,,,12023
ANTH domain-containing protein,,unknown,,,,12024
nitrate reductase accessory protein,,unknown,,,,12025
4-nitrotryptophan synthase,,non_amr_antibiotic_biosynthesis,,,,12026
"putative structural protein, ethanolamine utilization microcompartment",,unknown,,,,12027
MULTISPECIES: type III secretion system effector avirulence protein AvrBs3,,non_amr_virulence,,,,12028
MULTISPECIES: rhs-associated protein,,non_amr_virulence,,,,12029
two-component system sensor histidine kinase CreC,,unknown,,,,12030
MULTISPECIES: glyoxylate bypass operon transcriptional repressor IclR,,unknown,,,,12031
morphogenic spore protein,,unknown,,,,12032
"citrate (Si)-synthase, eukaryotic",,unknown,,,,12033
MULTISPECIES: BsaG family lantibiotic immunity ABC transporter permease subunit,,antibiotic_resistance,,,,12034
phage coat protein,,unknown,,,,12035
"hydroxyquinol 1,2-dioxygenase",,unknown,,,,12036
pyridoxamine 5'-phosphate oxidase,,unknown,,,,12037
phage holin,,unknown,,,,12038
isochorismate synthase 2,,non_amr_antibiotic_biosynthesis,,,,12039
type III secretion system effector arginine glycosyltransferase NleB,,non_amr_virulence,,,,12040
hypothetical protein SF3786,,unknown,,,,12041
siderophore ferric iron reductase,,non_amr_metal_resistance,,,,12042
pilus assembly protein PilQ,,non_amr_virulence,,,,12043
transcriptional regulator Med,,unknown,,,,12044
toxin of addiction system,,unknown,,,,12045
sulfur transfer protein (from cys to ThiS and from IscS to U8-tRNA),,unknown,,,,12046
rRNA cytosine-C5-methyltransferase,,unknown,,,,12047
pathogenesis-related transcriptional factor and ERF protein,,non_amr_virulence,,,,12048
endospore germination permease,,unknown,,,,12049
"MULTISPECIES: replication protein, partial",,unknown,,,,12050
type 8 capsular polysaccharide synthesis protein Cap8I,,non_amr_virulence,,,,12051
MULTISPECIES: type III secretion system effector avirulence protein AvrBs2,,non_amr_virulence,,,,12052
regulatory protein ToxS,,unknown,,,,12053
class IV lanthionine synthetase LanL,,unknown,,,,12054
carbon starvation protein A,,unknown,,,,12055
sodium/proton antiporter,,non_amr_transport,,,,12056
cinnamoyl-CoA reductase,,unknown,,,,12057
alanine dehydrogenase,,unknown,,,,12058
type IV pilus assembly protein PilN,,non_amr_virulence,,,,12059
exosporium-associated protein BclF,,unknown,,,,12060
conserved protein of fucose operon,,unknown,,,,12061
thiamine biosynthesis protein ThiG,,unknown,,,,12062
hypothetical protein lmo0831,,unknown,,,,12063
phage virion morphogenesis family protein,,non_amr_virulence,,,,12064
hypothetical protein lmo2563,,unknown,,,,12065
"menaquinone biosynthesis protein, partial",,unknown,,,,12066
MULTISPECIES: iron-sulfur cluster assembly accessory protein,,unknown,,,,12067
autotransporter strand-loop-strand O-heptosyltransferase,,non_amr_virulence,,,,12068
chemotaxis receiver domain protein cheYI,,unknown,,,,12069
non-heme catalase KatN,,unknown,,,,12070
mercuric ion reductase (plasmid),,non_amr_metal_resistance,,,,12071
MULTISPECIES: cation:proton antiporter regulatory subunit,,non_amr_transport,,,,12072
MULTISPECIES: peptidoglycan metallopeptidase Pgp3,,unknown,,,,12073
iron-stress inducible esterase,,non_amr_metal_resistance,,,,12074
bifunctional serine/threonine-protein kinase/ABC transporter substrate-binding protein,,ambiguous,,,,12075
"anti sigma E (sigma 24) factor, negative regulator",,unknown,,,,12076
MULTISPECIES: colicin V synthesis protein,,non_amr_antibiotic_biosynthesis,,,,12077
hypothetical protein PA4882,,unknown,,,,12078
zona occludens toxin,,non_amr_virulence,,,,12079
CopD family copper resistance protein,,non_amr_metal_resistance,,,,12080
ferredoxin FdxA,,unknown,,,,12081
MULTISPECIES: glycogen synthesis protein,,unknown,,,,12082
benzylsuccinate synthase subunit gamma,,unknown,,,,12083
aminomethyl-transferring glycine dehydrogenase subunit 1,,unknown,,,,12084
MULTISPECIES: LIMLP_03685 family anti-sigma factor,,unknown,,,,12085
"pilus assembly protein N-terminal domain-containing protein, partial",,non_amr_virulence,,,,12086
MULTISPECIES: surface anchored protein,,non_amr_virulence,,,,12087
MULTISPECIES: invasion antigen CiaC,,non_amr_virulence,,,,12088
MULTISPECIES: bacillibactin exporter BcbE,,unknown,,,,12089
"type III restriction-modification system endonuclease, partial",,unknown,,,,12090
phosphoribosyl-AMP cyclohydrolase,,unknown,,,,12091
nitrogen fixation protein NifS,,unknown,,,,12092
lipoteichoic acid synthase LtaS,,unknown,,,,12093
exosporium protein ExsC,,non_amr_virulence,,,,12094
MUS/TUS/MOC family subclass B1 metallo-beta-lactamase,,antibiotic_resistance,,,,12095
"6-carboxy-5,6,7,8-tetrahydropterin synthase; queuosine biosynthesis",,unknown,,,,12096
arabinosyltransferase EmbB,,antibiotic_resistance,,,,12097
hca operon transcriptional regulator,,unknown,,,,12098
hypothetical protein SF0259,,unknown,,,,12099
pilus assembly protein PilX,,unknown,,,,12100
